Model,y_true,y_pred,prob_yes,correct,uncertainty_score,is_ambiguous,distance_to_0_5
Improved MLP,0,1,0.8434848,0,0.34348482,0,0.34348482
Improved MLP,0,1,0.84352785,0,0.34352785,0,0.34352785
Improved MLP,0,1,0.8436309,0,0.3436309,0,0.3436309
Improved MLP,0,1,0.84368825,0,0.34368825,0,0.34368825
Improved MLP,0,0,0.15630834,1,0.34369165,0,0.34369165
Improved MLP,1,1,0.84380287,1,0.34380287,0,0.34380287
Improved MLP,1,1,0.84380543,1,0.34380543,0,0.34380543
Improved MLP,0,0,0.15597595,1,0.34402406,0,0.34402406
Improved MLP,0,1,0.8440994,0,0.3440994,0,0.3440994
Improved MLP,1,1,0.84427065,1,0.34427065,0,0.34427065
Improved MLP,0,1,0.844305,0,0.34430498,0,0.34430498
Improved MLP,1,1,0.8443113,1,0.3443113,0,0.3443113
Improved MLP,0,0,0.15564717,1,0.34435284,0,0.34435284
Improved MLP,1,1,0.84447193,1,0.34447193,0,0.34447193
Improved MLP,0,0,0.1554638,1,0.3445362,0,0.3445362
Improved MLP,1,1,0.84473187,1,0.34473187,0,0.34473187
Improved MLP,0,0,0.15523615,1,0.34476385,0,0.34476385
Improved MLP,0,0,0.15504476,1,0.34495524,0,0.34495524
Improved MLP,0,0,0.1549749,1,0.34502512,0,0.34502512
Improved MLP,1,1,0.8450533,1,0.34505332,0,0.34505332
Improved MLP,1,1,0.8450963,1,0.3450963,0,0.3450963
Improved MLP,0,1,0.84516436,0,0.34516436,0,0.34516436
Improved MLP,0,1,0.84516716,0,0.34516716,0,0.34516716
Improved MLP,0,0,0.15481012,1,0.34518987,0,0.34518987
Improved MLP,1,1,0.84519744,1,0.34519744,0,0.34519744
Improved MLP,1,1,0.8456598,1,0.3456598,0,0.3456598
Improved MLP,0,0,0.15426478,1,0.34573522,0,0.34573522
Improved MLP,1,1,0.845788,1,0.345788,0,0.345788
Improved MLP,1,1,0.8459505,1,0.34595048,0,0.34595048
Improved MLP,0,1,0.84617937,0,0.34617937,0,0.34617937
Improved MLP,1,1,0.84622353,1,0.34622353,0,0.34622353
Improved MLP,1,1,0.8463203,1,0.34632027,0,0.34632027
Improved MLP,0,1,0.8463572,0,0.34635723,0,0.34635723
Improved MLP,1,0,0.15363067,0,0.34636933,0,0.34636933
Improved MLP,0,0,0.15356894,1,0.34643108,0,0.34643108
Improved MLP,0,1,0.8466459,0,0.3466459,0,0.3466459
Improved MLP,1,1,0.84673923,1,0.34673923,0,0.34673923
Improved MLP,1,1,0.84674716,1,0.34674716,0,0.34674716
Improved MLP,0,1,0.8469294,0,0.34692937,0,0.34692937
Improved MLP,0,1,0.84698087,0,0.34698087,0,0.34698087
Improved MLP,0,0,0.15300588,1,0.3469941,0,0.3469941
Improved MLP,0,1,0.84699863,0,0.34699863,0,0.34699863
Improved MLP,1,1,0.8470735,1,0.3470735,0,0.3470735
Improved MLP,0,1,0.84712744,0,0.34712744,0,0.34712744
Improved MLP,0,0,0.15270889,1,0.3472911,0,0.3472911
Improved MLP,1,1,0.84729564,1,0.34729564,0,0.34729564
Improved MLP,0,1,0.8473216,0,0.34732163,0,0.34732163
Improved MLP,1,1,0.8474469,1,0.34744692,0,0.34744692
Improved MLP,1,1,0.84746397,1,0.34746397,0,0.34746397
Improved MLP,0,1,0.8474839,0,0.34748387,0,0.34748387
Improved MLP,0,1,0.8475131,0,0.34751308,0,0.34751308
Improved MLP,0,1,0.84773225,0,0.34773225,0,0.34773225
Improved MLP,1,1,0.84784055,1,0.34784055,0,0.34784055
Improved MLP,0,1,0.8479041,0,0.3479041,0,0.3479041
Improved MLP,0,0,0.15196319,1,0.34803683,0,0.34803683
Improved MLP,0,1,0.8480807,0,0.3480807,0,0.3480807
Improved MLP,1,1,0.8482518,1,0.34825182,0,0.34825182
Improved MLP,1,1,0.84832734,1,0.34832734,0,0.34832734
Improved MLP,0,1,0.84833974,0,0.34833974,0,0.34833974
Improved MLP,0,0,0.15165815,1,0.34834185,0,0.34834185
Improved MLP,1,1,0.84841233,1,0.34841233,0,0.34841233
Improved MLP,0,1,0.84843415,0,0.34843415,0,0.34843415
Improved MLP,1,1,0.8484533,1,0.34845328,0,0.34845328
Improved MLP,0,1,0.84846526,0,0.34846526,0,0.34846526
Improved MLP,0,1,0.84846973,0,0.34846973,0,0.34846973
Improved MLP,0,1,0.8485073,0,0.3485073,0,0.3485073
Improved MLP,0,1,0.8485224,0,0.34852242,0,0.34852242
Improved MLP,0,1,0.8487402,0,0.34874022,0,0.34874022
Improved MLP,0,0,0.15110798,1,0.34889203,0,0.34889203
Improved MLP,0,0,0.15102322,1,0.3489768,0,0.3489768
Improved MLP,1,1,0.849021,1,0.34902102,0,0.34902102
Improved MLP,1,1,0.8490447,1,0.34904468,0,0.34904468
Improved MLP,1,1,0.8491882,1,0.3491882,0,0.3491882
Improved MLP,0,1,0.8492469,0,0.34924692,0,0.34924692
Improved MLP,0,1,0.84938407,0,0.34938407,0,0.34938407
Improved MLP,0,1,0.8494472,0,0.3494472,0,0.3494472
Improved MLP,0,0,0.15053408,1,0.3494659,0,0.3494659
Improved MLP,0,0,0.1504889,1,0.3495111,0,0.3495111
Improved MLP,1,1,0.84958816,1,0.34958816,0,0.34958816
Improved MLP,1,1,0.84959596,1,0.34959596,0,0.34959596
Improved MLP,0,1,0.84960705,0,0.34960705,0,0.34960705
Improved MLP,1,1,0.8496738,1,0.3496738,0,0.3496738
Improved MLP,1,1,0.84986883,1,0.34986883,0,0.34986883
Improved MLP,0,1,0.849888,0,0.34988803,0,0.34988803
Improved MLP,0,0,0.15006955,1,0.34993047,0,0.34993047
Improved MLP,1,1,0.8499432,1,0.34994322,0,0.34994322
Improved MLP,0,0,0.14999707,1,0.35000294,0,0.35000294
Improved MLP,0,0,0.14998928,1,0.35001072,0,0.35001072
Improved MLP,1,1,0.8500127,1,0.35001272,0,0.35001272
Improved MLP,1,1,0.8500245,1,0.35002452,0,0.35002452
Improved MLP,0,0,0.14992271,1,0.35007727,0,0.35007727
Improved MLP,0,1,0.8501169,0,0.3501169,0,0.3501169
Improved MLP,0,0,0.14984925,1,0.35015076,0,0.35015076
Improved MLP,0,1,0.85018766,0,0.35018766,0,0.35018766
Improved MLP,0,1,0.8503552,0,0.3503552,0,0.3503552
Improved MLP,1,1,0.850392,1,0.35039198,0,0.35039198
Improved MLP,1,1,0.8505403,1,0.35054028,0,0.35054028
Improved MLP,0,1,0.8505594,0,0.3505594,0,0.3505594
Improved MLP,1,1,0.8505995,1,0.35059953,0,0.35059953
Improved MLP,0,0,0.14936863,1,0.35063136,0,0.35063136
Improved MLP,0,1,0.8506924,0,0.3506924,0,0.3506924
Improved MLP,1,1,0.85074043,1,0.35074043,0,0.35074043
Improved MLP,0,1,0.8509795,0,0.3509795,0,0.3509795
Improved MLP,0,1,0.8509969,0,0.3509969,0,0.3509969
Improved MLP,0,1,0.8513275,0,0.35132748,0,0.35132748
Improved MLP,0,1,0.8513604,0,0.35136038,0,0.35136038
Improved MLP,0,1,0.8514545,0,0.3514545,0,0.3514545
Improved MLP,1,1,0.85147107,1,0.35147107,0,0.35147107
Improved MLP,0,0,0.14851892,1,0.35148108,0,0.35148108
Improved MLP,0,1,0.85155535,0,0.35155535,0,0.35155535
Improved MLP,0,0,0.14836273,1,0.35163727,0,0.35163727
Improved MLP,1,0,0.14831632,0,0.35168368,0,0.35168368
Improved MLP,1,1,0.8517362,1,0.3517362,0,0.3517362
Improved MLP,0,1,0.85173696,0,0.35173696,0,0.35173696
Improved MLP,0,1,0.8517692,0,0.3517692,0,0.3517692
Improved MLP,0,1,0.8517976,0,0.35179758,0,0.35179758
Improved MLP,1,1,0.85189205,1,0.35189205,0,0.35189205
Improved MLP,0,0,0.14801162,1,0.35198838,0,0.35198838
Improved MLP,0,0,0.14785486,1,0.35214514,0,0.35214514
Improved MLP,1,1,0.85220635,1,0.35220635,0,0.35220635
Improved MLP,0,0,0.14761378,1,0.35238624,0,0.35238624
Improved MLP,0,1,0.85242414,0,0.35242414,0,0.35242414
Improved MLP,1,1,0.85257584,1,0.35257584,0,0.35257584
Improved MLP,1,1,0.8525888,1,0.35258877,0,0.35258877
Improved MLP,0,1,0.85269856,0,0.35269856,0,0.35269856
Improved MLP,1,1,0.85271496,1,0.35271496,0,0.35271496
Improved MLP,1,1,0.85279644,1,0.35279644,0,0.35279644
Improved MLP,1,0,0.14712955,0,0.35287046,0,0.35287046
Improved MLP,1,1,0.8529287,1,0.3529287,0,0.3529287
Improved MLP,0,0,0.14704756,1,0.35295242,0,0.35295242
Improved MLP,0,0,0.14700486,1,0.35299516,0,0.35299516
Improved MLP,1,1,0.8533408,1,0.3533408,0,0.3533408
Improved MLP,0,1,0.8534391,0,0.3534391,0,0.3534391
Improved MLP,0,0,0.14651303,1,0.35348696,0,0.35348696
Improved MLP,0,1,0.8537278,0,0.35372782,0,0.35372782
Improved MLP,1,1,0.85384476,1,0.35384476,0,0.35384476
Improved MLP,0,0,0.14615363,1,0.35384637,0,0.35384637
Improved MLP,0,0,0.14608984,1,0.35391015,0,0.35391015
Improved MLP,1,0,0.14603414,0,0.35396588,0,0.35396588
Improved MLP,1,1,0.85408205,1,0.35408205,0,0.35408205
Improved MLP,1,1,0.85414726,1,0.35414726,0,0.35414726
Improved MLP,1,1,0.8541911,1,0.35419112,0,0.35419112
Improved MLP,0,0,0.14579494,1,0.35420507,0,0.35420507
Improved MLP,0,1,0.85422,0,0.35421997,0,0.35421997
Improved MLP,0,0,0.14566772,1,0.35433227,0,0.35433227
Improved MLP,0,1,0.8544586,0,0.35445857,0,0.35445857
Improved MLP,1,1,0.8546303,1,0.3546303,0,0.3546303
Improved MLP,1,1,0.8546683,1,0.35466832,0,0.35466832
Improved MLP,0,1,0.8547164,0,0.35471642,0,0.35471642
Improved MLP,0,0,0.14519961,1,0.3548004,0,0.3548004
Improved MLP,0,0,0.14515491,1,0.3548451,0,0.3548451
Improved MLP,0,0,0.14497308,1,0.3550269,0,0.3550269
Improved MLP,0,1,0.855067,0,0.355067,0,0.355067
Improved MLP,1,1,0.85509473,1,0.35509473,0,0.35509473
Improved MLP,1,1,0.8551197,1,0.3551197,0,0.3551197
Improved MLP,0,0,0.14474697,1,0.35525304,0,0.35525304
Improved MLP,0,1,0.855403,0,0.355403,0,0.355403
Improved MLP,0,0,0.14452901,1,0.355471,0,0.355471
Improved MLP,0,0,0.14447007,1,0.35552993,0,0.35552993
Improved MLP,0,1,0.8555373,0,0.3555373,0,0.3555373
Improved MLP,0,0,0.1443953,1,0.3556047,0,0.3556047
Improved MLP,0,0,0.14436986,1,0.35563016,0,0.35563016
Improved MLP,0,1,0.855753,0,0.355753,0,0.355753
Improved MLP,0,1,0.85577035,0,0.35577035,0,0.35577035
Improved MLP,0,0,0.14422931,1,0.3557707,0,0.3557707
Improved MLP,0,1,0.8558336,0,0.3558336,0,0.3558336
Improved MLP,0,0,0.14414473,1,0.3558553,0,0.3558553
Improved MLP,1,1,0.8561288,1,0.3561288,0,0.3561288
Improved MLP,1,1,0.8561509,1,0.35615093,0,0.35615093
Improved MLP,1,1,0.8561732,1,0.35617322,0,0.35617322
Improved MLP,0,0,0.1437879,1,0.35621208,0,0.35621208
Improved MLP,0,1,0.8562931,0,0.35629308,0,0.35629308
Improved MLP,0,0,0.14365862,1,0.35634136,0,0.35634136
Improved MLP,1,1,0.8564167,1,0.3564167,0,0.3564167
Improved MLP,0,1,0.85651314,0,0.35651314,0,0.35651314
Improved MLP,0,1,0.85694814,0,0.35694814,0,0.35694814
Improved MLP,0,0,0.14302848,1,0.3569715,0,0.3569715
Improved MLP,1,1,0.8569967,1,0.35699672,0,0.35699672
Improved MLP,0,1,0.8570851,0,0.3570851,0,0.3570851
Improved MLP,0,1,0.857175,0,0.357175,0,0.357175
Improved MLP,1,1,0.8572383,1,0.3572383,0,0.3572383
Improved MLP,0,1,0.85724515,0,0.35724515,0,0.35724515
Improved MLP,1,1,0.8572998,1,0.3572998,0,0.3572998
Improved MLP,0,1,0.85741425,0,0.35741425,0,0.35741425
Improved MLP,1,1,0.85746175,1,0.35746175,0,0.35746175
Improved MLP,1,1,0.8576092,1,0.3576092,0,0.3576092
Improved MLP,0,1,0.8576687,0,0.3576687,0,0.3576687
Improved MLP,1,1,0.8577054,1,0.3577054,0,0.3577054
Improved MLP,0,1,0.8577894,0,0.3577894,0,0.3577894
Improved MLP,0,0,0.14210795,1,0.35789204,0,0.35789204
Improved MLP,0,1,0.8579287,0,0.3579287,0,0.3579287
Improved MLP,0,1,0.85800976,0,0.35800976,0,0.35800976
Improved MLP,0,0,0.14182654,1,0.35817346,0,0.35817346
Improved MLP,1,1,0.8583232,1,0.35832322,0,0.35832322
Improved MLP,1,1,0.85849214,1,0.35849214,0,0.35849214
Improved MLP,0,1,0.85854405,0,0.35854405,0,0.35854405
Improved MLP,0,1,0.85859805,0,0.35859805,0,0.35859805
Improved MLP,1,1,0.8586678,1,0.3586678,0,0.3586678
Improved MLP,0,0,0.14132513,1,0.35867488,0,0.35867488
Improved MLP,0,0,0.14114463,1,0.35885537,0,0.35885537
Improved MLP,1,1,0.8589356,1,0.3589356,0,0.3589356
Improved MLP,1,1,0.8590694,1,0.3590694,0,0.3590694
Improved MLP,1,1,0.8590944,1,0.35909438,0,0.35909438
Improved MLP,1,1,0.85915804,1,0.35915804,0,0.35915804
Improved MLP,0,0,0.14076456,1,0.35923544,0,0.35923544
Improved MLP,1,1,0.8594143,1,0.35941428,0,0.35941428
Improved MLP,0,1,0.8594199,0,0.35941988,0,0.35941988
Improved MLP,0,0,0.14052728,1,0.35947272,0,0.35947272
Improved MLP,1,1,0.8595963,1,0.3595963,0,0.3595963
Improved MLP,0,0,0.14022222,1,0.35977778,0,0.35977778
Improved MLP,1,1,0.8598747,1,0.35987473,0,0.35987473
Improved MLP,1,1,0.8598959,1,0.35989588,0,0.35989588
Improved MLP,1,1,0.8599366,1,0.3599366,0,0.3599366
Improved MLP,1,1,0.8599487,1,0.3599487,0,0.3599487
Improved MLP,0,0,0.13992654,1,0.36007345,0,0.36007345
Improved MLP,1,1,0.8600821,1,0.3600821,0,0.3600821
Improved MLP,0,0,0.13991553,1,0.36008447,0,0.36008447
Improved MLP,1,1,0.8601424,1,0.3601424,0,0.3601424
Improved MLP,0,1,0.86020607,0,0.36020607,0,0.36020607
Improved MLP,0,1,0.8603088,0,0.36030883,0,0.36030883
Improved MLP,0,1,0.86034435,0,0.36034435,0,0.36034435
Improved MLP,0,1,0.8603847,0,0.3603847,0,0.3603847
Improved MLP,0,0,0.13955478,1,0.3604452,0,0.3604452
Improved MLP,0,1,0.8604831,0,0.3604831,0,0.3604831
Improved MLP,1,1,0.86068153,1,0.36068153,0,0.36068153
Improved MLP,0,1,0.8606945,0,0.36069453,0,0.36069453
Improved MLP,1,1,0.86084604,1,0.36084604,0,0.36084604
Improved MLP,0,1,0.86088216,0,0.36088216,0,0.36088216
Improved MLP,0,1,0.8608891,0,0.36088908,0,0.36088908
Improved MLP,0,0,0.13908686,1,0.36091316,0,0.36091316
Improved MLP,0,0,0.13894264,1,0.36105734,0,0.36105734
Improved MLP,1,1,0.8610988,1,0.36109883,0,0.36109883
Improved MLP,1,1,0.8612209,1,0.3612209,0,0.3612209
Improved MLP,0,1,0.86128217,0,0.36128217,0,0.36128217
Improved MLP,1,1,0.86134505,1,0.36134505,0,0.36134505
Improved MLP,1,1,0.86136174,1,0.36136174,0,0.36136174
Improved MLP,0,0,0.13854405,1,0.36145595,0,0.36145595
Improved MLP,0,1,0.861479,0,0.36147898,0,0.36147898
Improved MLP,1,1,0.86155844,1,0.36155844,0,0.36155844
Improved MLP,1,1,0.8615974,1,0.36159742,0,0.36159742
Improved MLP,0,0,0.13834283,1,0.36165717,0,0.36165717
Improved MLP,1,1,0.8618201,1,0.3618201,0,0.3618201
Improved MLP,0,1,0.86206025,0,0.36206025,0,0.36206025
Improved MLP,0,1,0.8621154,0,0.36211538,0,0.36211538
Improved MLP,0,1,0.86218363,0,0.36218363,0,0.36218363
Improved MLP,0,0,0.13767119,1,0.36232883,0,0.36232883
Improved MLP,0,1,0.86234707,0,0.36234707,0,0.36234707
Improved MLP,1,1,0.8626035,1,0.3626035,0,0.3626035
Improved MLP,0,1,0.86265314,0,0.36265314,0,0.36265314
Improved MLP,1,1,0.8627904,1,0.3627904,0,0.3627904
Improved MLP,0,1,0.8631404,0,0.3631404,0,0.3631404
Improved MLP,1,1,0.8631576,1,0.36315757,0,0.36315757
Improved MLP,0,0,0.1367073,1,0.3632927,0,0.3632927
Improved MLP,0,1,0.8633087,0,0.36330873,0,0.36330873
Improved MLP,0,0,0.13660662,1,0.36339337,0,0.36339337
Improved MLP,0,1,0.86360395,0,0.36360395,0,0.36360395
Improved MLP,0,1,0.86380666,0,0.36380666,0,0.36380666
Improved MLP,0,1,0.8638651,0,0.36386508,0,0.36386508
Improved MLP,0,0,0.13596585,1,0.36403415,0,0.36403415
Improved MLP,0,0,0.13590825,1,0.36409175,0,0.36409175
Improved MLP,0,0,0.13587388,1,0.36412612,0,0.36412612
Improved MLP,0,0,0.13584718,1,0.36415282,0,0.36415282
Improved MLP,1,1,0.8641595,1,0.36415952,0,0.36415952
Improved MLP,1,1,0.86440223,1,0.36440223,0,0.36440223
Improved MLP,1,1,0.8644611,1,0.36446112,0,0.36446112
Improved MLP,0,1,0.8645496,0,0.36454958,0,0.36454958
Improved MLP,1,1,0.8645715,1,0.3645715,0,0.3645715
Improved MLP,0,0,0.13539182,1,0.36460817,0,0.36460817
Improved MLP,1,1,0.8646379,1,0.3646379,0,0.3646379
Improved MLP,0,0,0.13526,1,0.36474,0,0.36474
Improved MLP,0,0,0.13518251,1,0.3648175,0,0.3648175
Improved MLP,0,0,0.13513857,1,0.36486143,0,0.36486143
Improved MLP,1,1,0.8649163,1,0.36491632,0,0.36491632
Improved MLP,1,1,0.86492074,1,0.36492074,0,0.36492074
Improved MLP,1,1,0.8649365,1,0.36493647,0,0.36493647
Improved MLP,0,1,0.86505437,0,0.36505437,0,0.36505437
Improved MLP,0,0,0.13480768,1,0.36519232,0,0.36519232
Improved MLP,0,1,0.8652401,0,0.3652401,0,0.3652401
Improved MLP,0,0,0.13473941,1,0.3652606,0,0.3652606
Improved MLP,1,1,0.8652696,1,0.3652696,0,0.3652696
Improved MLP,0,0,0.13469948,1,0.36530054,0,0.36530054
Improved MLP,0,0,0.13455057,1,0.36544943,0,0.36544943
Improved MLP,1,1,0.8654957,1,0.36549568,0,0.36549568
Improved MLP,1,0,0.13445002,0,0.36554998,0,0.36554998
Improved MLP,1,1,0.8656542,1,0.36565417,0,0.36565417
Improved MLP,1,1,0.8657166,1,0.36571658,0,0.36571658
Improved MLP,0,1,0.8657411,0,0.36574107,0,0.36574107
Improved MLP,1,0,0.13406236,0,0.36593765,0,0.36593765
Improved MLP,0,0,0.13405794,1,0.36594206,0,0.36594206
Improved MLP,1,1,0.8659465,1,0.36594647,0,0.36594647
Improved MLP,0,1,0.8659789,0,0.3659789,0,0.3659789
Improved MLP,0,0,0.13399895,1,0.36600107,0,0.36600107
Improved MLP,0,0,0.13390315,1,0.36609685,0,0.36609685
Improved MLP,1,1,0.86622137,1,0.36622137,0,0.36622137
Improved MLP,0,1,0.8662631,0,0.3662631,0,0.3662631
Improved MLP,0,1,0.8664084,0,0.3664084,0,0.3664084
Improved MLP,1,1,0.8664997,1,0.36649972,0,0.36649972
Improved MLP,0,0,0.13343266,1,0.36656734,0,0.36656734
Improved MLP,0,0,0.13329746,1,0.36670256,0,0.36670256
Improved MLP,0,0,0.1331426,1,0.3668574,0,0.3668574
Improved MLP,0,0,0.13307,1,0.36693,0,0.36693
Improved MLP,0,0,0.13297094,1,0.36702907,0,0.36702907
Improved MLP,0,1,0.86704075,0,0.36704075,0,0.36704075
Improved MLP,1,1,0.8670556,1,0.3670556,0,0.3670556
Improved MLP,0,0,0.13294019,1,0.36705983,0,0.36705983
Improved MLP,1,1,0.86707026,1,0.36707026,0,0.36707026
Improved MLP,1,1,0.86717695,1,0.36717695,0,0.36717695
Improved MLP,1,1,0.86721945,1,0.36721945,0,0.36721945
Improved MLP,0,1,0.8672756,0,0.3672756,0,0.3672756
Improved MLP,0,0,0.13259643,1,0.36740357,0,0.36740357
Improved MLP,1,1,0.8674246,1,0.3674246,0,0.3674246
Improved MLP,0,1,0.8674446,0,0.36744457,0,0.36744457
Improved MLP,0,0,0.1324556,1,0.3675444,0,0.3675444
Improved MLP,0,0,0.13244691,1,0.36755309,0,0.36755309
Improved MLP,0,1,0.8675562,0,0.3675562,0,0.3675562
Improved MLP,1,1,0.8679796,1,0.3679796,0,0.3679796
Improved MLP,0,1,0.8679977,0,0.3679977,0,0.3679977
Improved MLP,0,0,0.13200197,1,0.36799803,0,0.36799803
Improved MLP,0,0,0.13181634,1,0.36818367,0,0.36818367
Improved MLP,0,0,0.13173744,1,0.36826256,0,0.36826256
Improved MLP,0,1,0.86831284,0,0.36831284,0,0.36831284
Improved MLP,1,1,0.86861765,1,0.36861765,0,0.36861765
Improved MLP,0,0,0.13126272,1,0.36873728,0,0.36873728
Improved MLP,0,0,0.13121912,1,0.36878088,0,0.36878088
Improved MLP,0,1,0.8687894,0,0.36878937,0,0.36878937
Improved MLP,1,1,0.86882466,1,0.36882466,0,0.36882466
Improved MLP,1,1,0.86883676,1,0.36883676,0,0.36883676
Improved MLP,0,0,0.13104868,1,0.36895132,0,0.36895132
Improved MLP,1,1,0.86904365,1,0.36904365,0,0.36904365
Improved MLP,0,1,0.8690779,0,0.36907792,0,0.36907792
Improved MLP,1,1,0.86915505,1,0.36915505,0,0.36915505
Improved MLP,0,0,0.1308098,1,0.36919022,0,0.36919022
Improved MLP,0,0,0.1307572,1,0.3692428,0,0.3692428
Improved MLP,0,1,0.8693925,0,0.3693925,0,0.3693925
Improved MLP,0,1,0.86946017,0,0.36946017,0,0.36946017
Improved MLP,0,1,0.8697456,0,0.3697456,0,0.3697456
Improved MLP,0,0,0.13023564,1,0.36976436,0,0.36976436
Improved MLP,0,1,0.8698912,0,0.36989123,0,0.36989123
Improved MLP,1,1,0.8699934,1,0.3699934,0,0.3699934
Improved MLP,0,0,0.1299498,1,0.3700502,0,0.3700502
Improved MLP,1,1,0.8701063,1,0.37010628,0,0.37010628
Improved MLP,0,1,0.8704172,0,0.37041718,0,0.37041718
Improved MLP,1,1,0.87054366,1,0.37054366,0,0.37054366
Improved MLP,0,0,0.1294498,1,0.37055022,0,0.37055022
Improved MLP,0,0,0.12941016,1,0.37058985,0,0.37058985
Improved MLP,0,1,0.87060094,0,0.37060094,0,0.37060094
Improved MLP,0,0,0.12934636,1,0.37065363,0,0.37065363
Improved MLP,1,1,0.8706995,1,0.37069952,0,0.37069952
Improved MLP,1,1,0.87088853,1,0.37088853,0,0.37088853
Improved MLP,1,0,0.12908486,0,0.37091514,0,0.37091514
Improved MLP,0,0,0.12902164,1,0.37097836,0,0.37097836
Improved MLP,1,1,0.87125415,1,0.37125415,0,0.37125415
Improved MLP,0,1,0.8714106,0,0.3714106,0,0.3714106
Improved MLP,0,1,0.8716583,0,0.37165833,0,0.37165833
Improved MLP,0,0,0.12830092,1,0.3716991,0,0.3716991
Improved MLP,0,0,0.12828359,1,0.3717164,0,0.3717164
Improved MLP,0,0,0.12810677,1,0.37189323,0,0.37189323
Improved MLP,0,1,0.8719592,0,0.3719592,0,0.3719592
Improved MLP,1,1,0.8720148,1,0.37201482,0,0.37201482
Improved MLP,0,1,0.87211,0,0.37211,0,0.37211
Improved MLP,1,1,0.8721246,1,0.3721246,0,0.3721246
Improved MLP,1,1,0.8721775,1,0.37217748,0,0.37217748
Improved MLP,0,0,0.1277988,1,0.3722012,0,0.3722012
Improved MLP,0,1,0.87233585,0,0.37233585,0,0.37233585
Improved MLP,0,0,0.12765336,1,0.37234664,0,0.37234664
Improved MLP,0,1,0.8725149,0,0.3725149,0,0.3725149
Improved MLP,1,1,0.872518,1,0.372518,0,0.372518
Improved MLP,1,1,0.8725441,1,0.3725441,0,0.3725441
Improved MLP,0,1,0.8725535,0,0.37255353,0,0.37255353
Improved MLP,1,1,0.8725937,1,0.3725937,0,0.3725937
Improved MLP,0,1,0.8727112,0,0.37271118,0,0.37271118
Improved MLP,0,0,0.1272841,1,0.3727159,0,0.3727159
Improved MLP,1,1,0.8727789,1,0.3727789,0,0.3727789
Improved MLP,0,0,0.12709166,1,0.37290835,0,0.37290835
Improved MLP,0,0,0.1270526,1,0.3729474,0,0.3729474
Improved MLP,0,0,0.12691374,1,0.37308627,0,0.37308627
Improved MLP,0,0,0.12688969,1,0.3731103,0,0.3731103
Improved MLP,0,0,0.12652662,1,0.37347338,0,0.37347338
Improved MLP,1,1,0.87359303,1,0.37359303,0,0.37359303
Improved MLP,0,1,0.8736395,0,0.37363952,0,0.37363952
Improved MLP,0,0,0.12632602,1,0.37367398,0,0.37367398
Improved MLP,1,1,0.8738937,1,0.37389368,0,0.37389368
Improved MLP,1,1,0.87390715,1,0.37390715,0,0.37390715
Improved MLP,1,1,0.87392867,1,0.37392867,0,0.37392867
Improved MLP,0,1,0.8740004,0,0.37400037,0,0.37400037
Improved MLP,0,0,0.12598686,1,0.37401313,0,0.37401313
Improved MLP,0,1,0.8740575,0,0.37405747,0,0.37405747
Improved MLP,0,0,0.1259325,1,0.3740675,0,0.3740675
Improved MLP,0,0,0.12583013,1,0.3741699,0,0.3741699
Improved MLP,1,1,0.8741763,1,0.37417632,0,0.37417632
Improved MLP,1,1,0.87418044,1,0.37418044,0,0.37418044
Improved MLP,0,1,0.8744295,0,0.37442952,0,0.37442952
Improved MLP,1,1,0.8744716,1,0.3744716,0,0.3744716
Improved MLP,1,1,0.87468797,1,0.37468797,0,0.37468797
Improved MLP,0,1,0.8746905,0,0.37469047,0,0.37469047
Improved MLP,0,1,0.87469536,0,0.37469536,0,0.37469536
Improved MLP,0,0,0.12523885,1,0.37476116,0,0.37476116
Improved MLP,1,1,0.8748353,1,0.3748353,0,0.3748353
Improved MLP,1,1,0.87485594,1,0.37485594,0,0.37485594
Improved MLP,1,1,0.87487614,1,0.37487614,0,0.37487614
Improved MLP,1,1,0.8748763,1,0.37487632,0,0.37487632
Improved MLP,1,1,0.8749072,1,0.3749072,0,0.3749072
Improved MLP,1,0,0.12503082,0,0.37496918,0,0.37496918
Improved MLP,0,0,0.12482054,1,0.37517947,0,0.37517947
Improved MLP,1,1,0.87518555,1,0.37518555,0,0.37518555
Improved MLP,0,0,0.12476912,1,0.37523088,0,0.37523088
Improved MLP,1,1,0.8754145,1,0.3754145,0,0.3754145
Improved MLP,1,1,0.87545085,1,0.37545085,0,0.37545085
Improved MLP,1,1,0.8754531,1,0.3754531,0,0.3754531
Improved MLP,0,0,0.124399975,1,0.37560004,0,0.37560004
Improved MLP,0,0,0.12436694,1,0.37563306,0,0.37563306
Improved MLP,0,0,0.124266885,1,0.3757331,0,0.3757331
Improved MLP,1,1,0.87574196,1,0.37574196,0,0.37574196
Improved MLP,0,0,0.124238335,1,0.37576166,0,0.37576166
Improved MLP,0,0,0.1241779,1,0.3758221,0,0.3758221
Improved MLP,0,1,0.87590533,0,0.37590533,0,0.37590533
Improved MLP,1,1,0.87596416,1,0.37596416,0,0.37596416
Improved MLP,0,1,0.8760926,0,0.3760926,0,0.3760926
Improved MLP,0,1,0.87609595,0,0.37609595,0,0.37609595
Improved MLP,1,1,0.8761515,1,0.3761515,0,0.3761515
Improved MLP,1,1,0.8764167,1,0.37641668,0,0.37641668
Improved MLP,0,0,0.12353267,1,0.37646735,0,0.37646735
Improved MLP,1,1,0.876565,1,0.37656498,0,0.37656498
