age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,previous,poutcome,was_previously_contacted,pdays_clean,y_true,y_pred,prob_yes,correct
46,entrepreneur,married,secondary,no,404,yes,no,telephone,12,may,1388,7,2,failure,1,347,0,1,0.8466459,0
70,retired,married,primary,no,2346,no,no,cellular,24,aug,190,3,2,success,1,194,0,1,0.8463572,0
32,management,single,tertiary,no,2613,no,no,cellular,4,may,520,2,0,unknown,0,0,0,1,0.84617937,0
66,retired,married,primary,no,747,no,no,telephone,27,oct,515,1,0,unknown,0,0,0,1,0.84516716,0
50,unemployed,single,secondary,no,2668,no,no,telephone,17,nov,1606,1,0,unknown,0,0,0,1,0.84516436,0
41,management,married,tertiary,no,0,no,no,cellular,3,feb,858,1,0,unknown,0,0,0,1,0.844305,0
45,technician,married,tertiary,no,3626,no,no,unknown,19,jun,2485,2,0,unknown,0,0,0,1,0.8440994,0
39,blue-collar,divorced,secondary,no,150,no,no,cellular,29,jul,735,4,0,unknown,0,0,0,1,0.84368825,0
53,admin.,married,secondary,no,0,no,no,telephone,6,sep,353,1,5,failure,1,655,0,1,0.8436309,0
53,technician,married,secondary,no,-3,no,no,unknown,5,may,1666,1,0,unknown,0,0,0,1,0.84352785,0
59,retired,married,primary,no,0,no,no,unknown,18,jun,1009,1,0,unknown,0,0,0,1,0.8434848,0
37,admin.,married,secondary,no,3427,no,no,cellular,27,feb,46,1,0,unknown,0,0,0,1,0.8428596,0
24,technician,single,secondary,no,1234,no,no,cellular,27,may,480,2,0,unknown,0,0,0,1,0.84283364,0
30,technician,single,secondary,no,18,no,no,unknown,19,may,798,1,0,unknown,0,0,0,1,0.8428222,0
30,admin.,married,tertiary,no,285,no,no,cellular,5,feb,693,2,0,unknown,0,0,0,1,0.8423881,0
41,blue-collar,married,primary,no,686,yes,no,cellular,21,nov,888,3,0,unknown,0,0,0,1,0.8421535,0
50,management,married,tertiary,no,5794,no,no,cellular,19,nov,625,1,0,unknown,0,0,0,1,0.8416711,0
45,technician,divorced,secondary,no,12389,no,yes,cellular,8,jul,711,1,0,unknown,0,0,0,1,0.8415628,0
43,blue-collar,married,primary,no,1,yes,yes,cellular,14,may,649,2,0,unknown,0,0,0,1,0.8415279,0
47,blue-collar,married,secondary,no,665,no,no,cellular,18,aug,885,3,0,unknown,0,0,0,1,0.84112984,0
39,admin.,divorced,secondary,no,2679,yes,yes,unknown,23,may,811,1,0,unknown,0,0,0,1,0.84064764,0
47,management,married,tertiary,no,509,no,yes,cellular,21,aug,898,4,0,unknown,0,0,0,1,0.840377,0
51,management,single,tertiary,no,1565,yes,no,cellular,24,jul,870,3,0,unknown,0,0,0,1,0.8402051,0
37,management,married,tertiary,no,3794,no,no,cellular,18,aug,147,1,1,failure,1,379,0,1,0.8401414,0
51,entrepreneur,divorced,tertiary,no,315,no,no,cellular,11,oct,291,1,4,failure,1,91,0,1,0.84007895,0
47,services,married,secondary,no,2322,no,no,cellular,22,aug,618,1,0,unknown,0,0,0,1,0.83927494,0
38,services,divorced,primary,no,188,no,no,unknown,11,jun,597,10,0,unknown,0,0,0,1,0.8385795,0
38,technician,married,secondary,no,-6,no,no,cellular,26,aug,700,2,0,unknown,0,0,0,1,0.8382094,0
29,management,married,tertiary,no,54,no,no,cellular,28,jan,873,3,0,unknown,0,0,0,1,0.8378918,0
32,blue-collar,single,secondary,no,-255,no,yes,unknown,2,jul,957,3,0,unknown,0,0,0,1,0.837736,0
43,blue-collar,married,secondary,no,105,no,yes,cellular,4,jul,668,2,0,unknown,0,0,0,1,0.8373813,0
29,services,married,secondary,no,1432,no,no,cellular,22,jul,728,8,0,unknown,0,0,0,1,0.8371962,0
72,retired,married,primary,no,806,no,no,cellular,19,oct,169,1,0,unknown,0,0,0,1,0.83684784,0
34,technician,single,tertiary,no,2658,yes,no,cellular,13,aug,690,2,0,unknown,0,0,0,1,0.8367681,0
27,self-employed,single,tertiary,no,202,yes,no,cellular,21,jul,678,1,0,unknown,0,0,0,1,0.83658606,0
48,technician,married,secondary,no,3519,no,yes,cellular,26,feb,229,1,2,failure,1,60,0,1,0.8365813,0
80,retired,married,primary,no,1861,no,no,telephone,14,apr,563,2,0,unknown,0,0,0,1,0.83655465,0
79,retired,divorced,primary,no,1910,no,no,telephone,24,feb,98,2,0,unknown,0,0,0,1,0.8365236,0
45,admin.,single,secondary,no,2394,yes,yes,telephone,18,may,895,12,0,unknown,0,0,0,1,0.8363685,0
60,unemployed,single,tertiary,no,361,no,no,cellular,5,feb,1837,1,0,unknown,0,0,0,1,0.8362195,0
34,technician,married,secondary,no,0,no,no,cellular,9,jul,628,1,0,unknown,0,0,0,1,0.8360816,0
32,blue-collar,married,secondary,no,9714,yes,no,cellular,15,may,1237,2,2,failure,1,361,0,1,0.83525527,0
59,technician,married,tertiary,no,883,no,no,cellular,18,sep,1551,1,3,failure,1,31,0,1,0.8352074,0
61,retired,married,secondary,no,286,no,no,cellular,7,oct,525,1,0,unknown,0,0,0,1,0.8351104,0
36,blue-collar,married,secondary,no,0,no,no,cellular,15,jul,794,1,0,unknown,0,0,0,1,0.8349871,0
41,entrepreneur,single,secondary,no,3216,no,no,unknown,9,jun,718,3,0,unknown,0,0,0,1,0.83496946,0
50,management,married,unknown,no,3304,no,no,unknown,5,jun,1009,2,0,unknown,0,0,0,1,0.83471245,0
70,management,married,tertiary,no,13297,no,no,cellular,2,feb,579,2,0,unknown,0,0,0,1,0.8346161,0
29,technician,married,secondary,no,-28,no,no,cellular,7,jul,531,1,0,unknown,0,0,0,1,0.83451414,0
30,blue-collar,married,secondary,no,2,yes,no,unknown,15,may,1000,1,0,unknown,0,0,0,1,0.8342237,0
57,self-employed,divorced,tertiary,no,6519,no,no,cellular,20,nov,1040,1,0,unknown,0,0,0,1,0.83412135,0
23,student,single,primary,no,1235,no,no,cellular,11,sep,122,2,3,failure,1,91,0,1,0.83357996,0
54,self-employed,married,secondary,no,3529,no,no,cellular,4,aug,686,2,0,unknown,0,0,0,1,0.83314943,0
36,technician,married,tertiary,no,202,no,no,cellular,1,oct,237,1,2,failure,1,122,0,1,0.83310676,0
31,blue-collar,single,secondary,no,609,yes,no,cellular,14,apr,1126,1,1,failure,1,335,0,1,0.8329718,0
27,technician,married,secondary,no,2460,yes,no,cellular,15,may,600,2,0,unknown,0,0,0,1,0.83247757,0
50,housemaid,married,primary,no,238,no,no,cellular,27,aug,968,5,0,unknown,0,0,0,1,0.832127,0
66,retired,married,tertiary,no,2820,no,no,cellular,5,mar,115,2,0,unknown,0,0,0,1,0.83180505,0
37,management,married,tertiary,no,165,no,no,cellular,24,aug,315,1,1,other,1,83,0,1,0.83174753,0
46,management,married,tertiary,no,-191,yes,no,cellular,5,feb,674,3,3,failure,1,202,0,1,0.8317379,0
38,technician,divorced,secondary,no,902,yes,no,cellular,14,aug,108,1,4,success,1,102,0,1,0.8316917,0
51,blue-collar,married,secondary,no,701,yes,no,unknown,15,may,1051,3,0,unknown,0,0,0,1,0.83138466,0
36,technician,single,secondary,no,1228,yes,no,cellular,14,aug,153,2,3,success,1,102,0,1,0.8312355,0
38,services,married,secondary,no,-448,yes,no,cellular,21,jul,929,15,0,unknown,0,0,0,1,0.83075356,0
59,management,married,tertiary,no,2540,no,no,cellular,16,jul,1432,5,0,unknown,0,0,0,1,0.8305071,0
38,blue-collar,divorced,secondary,no,814,yes,no,cellular,21,nov,1166,1,3,other,1,155,0,1,0.8303961,0
55,technician,married,secondary,no,741,yes,no,unknown,15,may,973,2,0,unknown,0,0,0,1,0.8303655,0
26,admin.,married,secondary,no,1595,no,no,cellular,2,mar,54,1,0,unknown,0,0,0,1,0.83027196,0
29,management,married,tertiary,no,1,yes,no,cellular,17,jul,695,1,0,unknown,0,0,0,1,0.83005977,0
45,blue-collar,married,primary,no,956,yes,no,cellular,7,may,643,1,0,unknown,0,0,0,1,0.82975256,0
70,retired,married,primary,no,4982,no,no,cellular,4,may,794,2,0,unknown,0,0,0,1,0.8296234,0
45,services,married,secondary,no,4,yes,no,unknown,20,jun,709,9,0,unknown,0,0,0,1,0.8294127,0
36,admin.,married,secondary,no,725,yes,no,cellular,27,feb,123,3,8,failure,1,99,0,1,0.8290285,0
30,student,single,secondary,no,155,no,no,cellular,3,jun,206,3,0,unknown,0,0,0,1,0.82897097,0
27,admin.,married,secondary,no,-435,no,no,unknown,3,jul,935,2,0,unknown,0,0,0,1,0.82896626,0
32,student,single,unknown,no,376,no,no,cellular,13,may,457,2,3,failure,1,178,0,1,0.8286191,0
38,technician,married,secondary,no,1931,no,no,cellular,2,jun,167,1,10,other,1,298,0,1,0.828447,0
25,technician,single,secondary,no,3843,no,no,cellular,18,oct,159,2,2,failure,1,95,0,1,0.82844615,0
39,management,married,tertiary,no,839,no,yes,cellular,11,oct,365,2,11,failure,1,774,0,1,0.82811296,0
24,student,single,primary,no,1283,no,no,cellular,2,apr,225,2,0,unknown,0,0,0,1,0.827703,0
43,housemaid,divorced,tertiary,no,42,yes,no,cellular,19,aug,696,2,0,unknown,0,0,0,1,0.82737565,0
32,services,single,secondary,no,85,yes,no,unknown,9,may,834,9,0,unknown,0,0,0,1,0.82711715,0
77,retired,married,primary,no,680,no,no,telephone,24,feb,513,2,7,failure,1,89,0,1,0.8268372,0
32,admin.,single,tertiary,no,298,no,no,cellular,8,aug,494,1,0,unknown,0,0,0,1,0.82645386,0
67,retired,married,tertiary,no,3810,no,no,cellular,21,oct,1206,1,0,unknown,0,0,0,1,0.82631266,0
38,services,married,secondary,no,5293,yes,no,cellular,21,nov,1199,3,3,other,1,155,0,1,0.8262918,0
40,management,married,primary,no,-90,no,no,telephone,14,jul,716,3,0,unknown,0,0,0,1,0.82621795,0
36,technician,married,secondary,no,197,yes,no,cellular,7,may,589,2,0,unknown,0,0,0,1,0.8262098,0
53,blue-collar,married,primary,no,241,yes,no,cellular,16,apr,1410,1,2,failure,1,325,0,1,0.82618874,0
35,management,single,tertiary,no,612,no,no,cellular,11,nov,158,1,1,failure,1,195,0,1,0.8259999,0
55,housemaid,single,secondary,no,1606,no,no,telephone,17,nov,762,1,0,unknown,0,0,0,1,0.8256874,0
83,retired,divorced,primary,no,0,no,no,telephone,3,sep,225,1,0,unknown,0,0,0,1,0.8256339,0
56,unemployed,divorced,primary,no,1770,no,no,cellular,5,feb,916,3,0,unknown,0,0,0,1,0.82505465,0
35,technician,married,secondary,no,0,no,no,cellular,1,apr,295,1,1,other,1,303,0,1,0.82487744,0
50,management,married,secondary,no,2910,no,no,telephone,19,nov,433,1,1,failure,1,113,0,1,0.8248728,0
75,blue-collar,married,secondary,no,6053,no,no,telephone,5,aug,416,1,0,unknown,0,0,0,1,0.8246354,0
38,unemployed,married,secondary,no,926,no,no,unknown,17,jun,705,5,0,unknown,0,0,0,1,0.82442826,0
33,management,married,tertiary,no,4054,yes,no,cellular,10,jul,633,1,0,unknown,0,0,0,1,0.8242325,0
76,retired,divorced,primary,no,2693,no,no,cellular,23,apr,109,5,2,success,1,184,0,1,0.8242197,0
20,student,single,unknown,no,330,no,no,cellular,20,apr,159,2,0,unknown,0,0,0,1,0.82413363,0
51,technician,divorced,secondary,no,107,no,no,unknown,19,jun,593,1,0,unknown,0,0,0,1,0.82377404,0
34,technician,divorced,secondary,no,8,yes,no,cellular,6,may,569,2,0,unknown,0,0,0,1,0.823518,0
41,unemployed,married,primary,no,4112,no,no,cellular,5,feb,764,2,0,unknown,0,0,0,1,0.8233651,0
60,self-employed,married,primary,no,362,no,yes,cellular,28,jan,326,1,6,success,1,183,0,1,0.8230725,0
53,blue-collar,married,unknown,no,2785,yes,no,unknown,15,may,1165,1,0,unknown,0,0,0,1,0.8230048,0
59,management,single,tertiary,no,705,no,no,cellular,3,feb,537,4,0,unknown,0,0,0,1,0.82298774,0
55,management,married,tertiary,no,6770,no,no,cellular,27,apr,167,1,0,unknown,0,0,0,1,0.8228737,0
59,admin.,married,secondary,no,817,no,no,cellular,9,apr,304,1,0,unknown,0,0,0,1,0.82260114,0
33,management,single,tertiary,no,9317,no,no,cellular,26,may,267,1,3,failure,1,205,0,1,0.8222342,0
31,admin.,single,secondary,no,6981,yes,no,cellular,20,nov,627,3,0,unknown,0,0,0,1,0.82188946,0
56,technician,married,secondary,no,778,no,no,cellular,9,jul,659,1,0,unknown,0,0,0,1,0.82184273,0
52,technician,divorced,tertiary,no,728,no,no,unknown,16,jun,644,1,0,unknown,0,0,0,1,0.82177156,0
44,technician,married,tertiary,no,717,no,no,cellular,3,jun,150,2,0,unknown,0,0,0,1,0.8213852,0
32,management,single,tertiary,no,19985,no,no,cellular,9,feb,616,5,0,unknown,0,0,0,1,0.82128894,0
30,technician,married,tertiary,no,606,yes,no,cellular,30,apr,551,1,0,unknown,0,0,0,1,0.82115644,0
42,management,single,tertiary,no,4264,yes,no,unknown,28,may,882,1,0,unknown,0,0,0,1,0.8207277,0
81,management,married,tertiary,no,0,no,no,cellular,7,jul,170,1,0,unknown,0,0,0,1,0.82066077,0
39,management,divorced,secondary,no,-17,no,no,cellular,16,apr,316,1,4,failure,1,146,0,1,0.8205922,0
32,technician,single,tertiary,no,1710,yes,no,cellular,15,may,439,1,3,other,1,175,0,1,0.8205469,0
37,management,single,tertiary,no,254,no,no,cellular,19,oct,120,1,0,unknown,0,0,0,1,0.82040256,0
26,blue-collar,single,secondary,no,-333,no,yes,unknown,4,jul,692,1,0,unknown,0,0,0,1,0.81989014,0
47,technician,married,secondary,no,57,no,no,cellular,5,may,253,1,1,success,1,342,0,1,0.81979966,0
43,blue-collar,married,primary,no,601,yes,no,cellular,16,apr,792,2,0,unknown,0,0,0,1,0.8195505,0
40,management,married,tertiary,no,8963,no,no,cellular,3,jun,203,2,0,unknown,0,0,0,1,0.8195329,0
44,services,married,secondary,no,27,no,no,cellular,25,may,485,1,0,unknown,0,0,0,1,0.81942374,0
35,technician,married,secondary,no,1368,no,no,cellular,13,aug,159,2,3,success,1,78,0,1,0.8183345,0
25,blue-collar,single,secondary,no,207,yes,no,unknown,28,may,680,1,0,unknown,0,0,0,1,0.8182259,0
46,self-employed,married,secondary,no,156,no,no,cellular,20,apr,268,1,0,unknown,0,0,0,1,0.8179829,0
28,blue-collar,single,secondary,no,3817,yes,no,cellular,4,may,528,3,0,unknown,0,0,0,1,0.81775105,0
71,retired,divorced,tertiary,no,780,no,no,telephone,22,apr,220,1,0,unknown,0,0,0,1,0.8176628,0
39,services,married,secondary,no,2813,no,no,unknown,12,jun,723,2,0,unknown,0,0,0,1,0.81678206,0
65,retired,married,primary,no,493,no,no,cellular,16,oct,622,1,1,failure,1,182,0,1,0.8167581,0
57,retired,married,primary,no,4908,no,no,cellular,30,jan,868,1,0,unknown,0,0,0,1,0.81637067,0
54,management,married,tertiary,no,1460,no,yes,cellular,3,feb,341,3,7,other,1,202,0,1,0.8161178,0
55,technician,divorced,secondary,no,2730,no,no,cellular,4,aug,430,2,0,unknown,0,0,0,1,0.81581676,0
35,blue-collar,single,secondary,no,4845,no,no,cellular,19,nov,718,1,0,unknown,0,0,0,1,0.8156397,0
48,technician,single,secondary,no,329,no,no,cellular,23,jul,711,1,0,unknown,0,0,0,1,0.8155544,0
41,management,divorced,secondary,no,0,no,no,cellular,6,aug,438,2,0,unknown,0,0,0,1,0.8154354,0
58,retired,married,primary,no,1761,no,no,unknown,12,jun,773,4,0,unknown,0,0,0,1,0.8152788,0
32,technician,married,secondary,no,0,no,no,cellular,29,jan,750,3,0,unknown,0,0,0,1,0.81476295,0
36,admin.,married,secondary,no,3268,no,no,cellular,9,apr,429,2,0,unknown,0,0,0,1,0.81467277,0
42,blue-collar,married,secondary,no,698,no,no,unknown,5,jun,729,2,0,unknown,0,0,0,1,0.81442183,0
42,management,married,tertiary,no,687,no,no,cellular,11,aug,667,2,0,unknown,0,0,0,1,0.81394196,0
57,retired,married,secondary,no,789,no,no,unknown,19,jun,2635,3,0,unknown,0,0,0,1,0.8138565,0
46,admin.,divorced,secondary,no,2087,no,no,cellular,1,jun,111,1,4,other,1,119,0,1,0.8138504,0
35,technician,divorced,tertiary,no,-995,yes,yes,cellular,25,aug,734,4,0,unknown,0,0,0,1,0.8137013,0
33,blue-collar,married,primary,no,-306,yes,yes,unknown,13,may,851,4,0,unknown,0,0,0,1,0.8135062,0
66,entrepreneur,married,primary,no,0,no,no,telephone,12,aug,701,1,0,unknown,0,0,0,1,0.81332064,0
54,management,divorced,secondary,no,300,yes,no,cellular,7,may,329,1,2,success,1,168,0,1,0.8128171,0
26,blue-collar,single,secondary,no,474,yes,no,cellular,15,may,504,2,0,unknown,0,0,0,1,0.8123692,0
46,management,married,tertiary,no,4039,yes,no,cellular,31,jul,716,9,0,unknown,0,0,0,1,0.81210786,0
50,management,divorced,tertiary,no,318,yes,no,unknown,16,may,788,2,0,unknown,0,0,0,1,0.81186324,0
57,unemployed,divorced,secondary,no,753,no,no,cellular,21,jul,730,8,0,unknown,0,0,0,1,0.81183565,0
57,services,married,secondary,no,1,no,no,unknown,7,may,852,1,0,unknown,0,0,0,1,0.8118208,0
28,management,single,tertiary,no,1942,no,no,cellular,7,jul,445,1,0,unknown,0,0,0,1,0.81156665,0
40,technician,divorced,tertiary,no,2611,yes,no,cellular,22,jul,637,2,0,unknown,0,0,0,1,0.81097144,0
33,management,divorced,tertiary,no,802,no,no,cellular,6,feb,401,1,0,unknown,0,0,0,1,0.8104856,0
67,retired,married,unknown,no,6320,no,no,telephone,19,aug,578,2,0,unknown,0,0,0,1,0.81045043,0
24,student,single,secondary,no,154,no,no,cellular,4,sep,205,2,0,unknown,0,0,0,1,0.810321,0
24,technician,single,unknown,no,818,yes,yes,unknown,27,may,953,3,0,unknown,0,0,0,1,0.8103099,0
33,management,single,tertiary,no,1240,yes,no,cellular,4,feb,505,2,1,other,1,260,0,1,0.809342,0
34,blue-collar,single,secondary,no,1475,yes,no,cellular,16,nov,1166,3,12,other,1,530,0,1,0.80882066,0
40,management,married,tertiary,no,5142,no,no,cellular,13,jan,147,2,1,failure,1,224,0,1,0.8088104,0
52,management,single,tertiary,no,556,no,no,cellular,13,aug,733,6,0,unknown,0,0,0,1,0.8087215,0
52,admin.,married,secondary,no,2347,no,yes,cellular,12,aug,603,3,0,unknown,0,0,0,1,0.80841786,0
56,retired,married,secondary,no,255,no,no,cellular,7,aug,481,1,0,unknown,0,0,0,1,0.8082949,0
70,management,married,tertiary,no,5563,no,no,cellular,6,feb,146,1,0,unknown,0,0,0,1,0.80808204,0
40,management,single,secondary,no,9916,no,no,telephone,10,nov,98,1,0,unknown,0,0,0,1,0.8080805,0
51,management,married,tertiary,no,994,no,no,cellular,28,may,414,3,0,unknown,0,0,0,1,0.8074235,0
58,housemaid,married,primary,no,0,no,no,cellular,3,jun,334,3,3,other,1,79,0,1,0.8073131,0
52,technician,married,unknown,no,9687,yes,no,unknown,29,may,936,1,0,unknown,0,0,0,1,0.80711037,0
43,technician,single,tertiary,no,1154,no,no,cellular,15,jul,603,11,0,unknown,0,0,0,1,0.8068393,0
55,blue-collar,married,primary,no,1101,no,no,unknown,18,jun,744,3,0,unknown,0,0,0,1,0.80589235,0
35,technician,divorced,tertiary,no,0,yes,no,unknown,15,may,759,1,0,unknown,0,0,0,1,0.8053255,0
43,self-employed,married,secondary,no,56,yes,no,cellular,8,may,612,3,0,unknown,0,0,0,1,0.8043231,0
29,admin.,single,secondary,no,209,no,no,cellular,5,feb,605,2,0,unknown,0,0,0,1,0.8041946,0
25,student,single,tertiary,no,-113,no,no,cellular,10,jul,300,3,0,unknown,0,0,0,1,0.8041762,0
40,blue-collar,married,secondary,no,1318,yes,no,unknown,17,jun,681,2,0,unknown,0,0,0,1,0.8034288,0
37,management,married,tertiary,no,4357,no,no,cellular,31,jul,548,2,0,unknown,0,0,0,1,0.80341077,0
52,technician,married,secondary,no,-38,no,no,unknown,6,jun,613,1,0,unknown,0,0,0,1,0.80334336,0
49,management,married,tertiary,no,1533,no,no,cellular,17,nov,324,1,1,failure,1,172,0,1,0.8030637,0
30,services,single,secondary,no,311,yes,no,cellular,22,jul,654,1,0,unknown,0,0,0,1,0.8014055,0
21,student,single,secondary,no,164,no,no,cellular,19,feb,78,5,0,unknown,0,0,0,1,0.8007479,0
33,blue-collar,married,primary,yes,0,yes,no,cellular,21,nov,675,1,0,unknown,0,0,0,1,0.8006201,0
60,management,married,secondary,no,0,no,no,telephone,19,oct,1745,3,3,failure,1,62,0,1,0.7996979,0
37,management,married,tertiary,no,57,no,no,cellular,30,apr,96,2,1,success,1,84,0,1,0.7994727,0
27,management,single,tertiary,no,406,no,no,cellular,9,feb,269,9,0,unknown,0,0,0,1,0.79922926,0
44,blue-collar,married,primary,no,953,yes,no,cellular,11,may,772,2,1,failure,1,357,0,1,0.7984979,0
55,technician,married,primary,no,938,no,yes,cellular,19,nov,742,1,0,unknown,0,0,0,1,0.79787856,0
40,admin.,single,secondary,no,60,yes,no,cellular,15,may,460,3,6,other,1,352,0,1,0.79765517,0
24,student,single,secondary,no,228,no,no,cellular,2,jun,154,1,0,unknown,0,0,0,1,0.7976309,0
47,management,married,tertiary,no,0,yes,no,cellular,4,mar,194,2,3,failure,1,181,0,1,0.7971419,0
49,blue-collar,married,unknown,no,1944,no,no,unknown,5,jun,773,1,0,unknown,0,0,0,1,0.796072,0
29,blue-collar,married,secondary,no,15,no,no,cellular,3,jun,136,1,0,unknown,0,0,0,1,0.79549813,0
69,retired,married,secondary,no,21446,no,no,telephone,15,apr,358,2,0,unknown,0,0,0,1,0.79546213,0
26,management,single,secondary,no,651,no,yes,cellular,5,mar,84,1,0,unknown,0,0,0,1,0.7950871,0
35,admin.,divorced,tertiary,no,262,yes,no,cellular,20,apr,690,2,4,other,1,335,0,1,0.7940395,0
59,retired,married,secondary,no,667,no,no,cellular,20,nov,486,1,0,unknown,0,0,0,1,0.7938635,0
57,management,married,tertiary,no,105,no,no,cellular,9,feb,415,4,0,unknown,0,0,0,1,0.79346293,0
65,retired,married,primary,no,1343,no,no,telephone,2,feb,468,2,0,unknown,0,0,0,1,0.7928092,0
36,blue-collar,married,secondary,no,406,yes,no,unknown,8,may,826,3,0,unknown,0,0,0,1,0.79216415,0
52,unemployed,married,secondary,no,94,no,no,cellular,4,may,223,9,1,success,1,4,0,1,0.79170144,0
56,housemaid,divorced,secondary,no,1866,no,yes,cellular,1,oct,760,1,0,unknown,0,0,0,1,0.79135567,0
45,technician,married,secondary,no,406,yes,no,cellular,3,jun,240,1,10,other,1,307,0,1,0.7905071,0
43,management,married,tertiary,no,-526,no,no,cellular,12,aug,603,2,0,unknown,0,0,0,1,0.79036206,0
26,management,single,tertiary,no,200,no,no,cellular,1,sep,91,2,0,unknown,0,0,0,1,0.79003876,0
51,admin.,married,secondary,no,907,yes,no,telephone,21,jul,722,3,0,unknown,0,0,0,1,0.78994745,0
44,blue-collar,divorced,secondary,no,-184,yes,no,cellular,18,nov,825,2,3,other,1,154,0,1,0.7896783,0
44,technician,married,secondary,no,363,no,yes,unknown,5,jun,650,2,0,unknown,0,0,0,1,0.7892007,0
26,technician,single,secondary,no,-266,no,yes,unknown,26,jun,667,3,0,unknown,0,0,0,1,0.7889838,0
60,management,married,tertiary,no,3387,no,no,cellular,14,aug,636,2,0,unknown,0,0,0,1,0.7882842,0
45,technician,married,secondary,no,1673,no,no,cellular,23,oct,76,1,0,unknown,0,0,0,1,0.78694296,0
49,unemployed,married,secondary,no,8399,no,no,cellular,19,nov,596,2,0,unknown,0,0,0,1,0.786893,0
48,management,married,tertiary,no,4803,no,no,telephone,4,feb,413,6,0,unknown,0,0,0,1,0.7858466,0
81,retired,divorced,primary,no,0,no,no,telephone,15,oct,172,1,0,unknown,0,0,0,1,0.78569055,0
31,technician,single,secondary,no,4888,yes,no,telephone,5,may,475,4,2,failure,1,166,0,1,0.78504014,0
50,technician,married,tertiary,no,2611,no,no,cellular,12,may,177,1,2,success,1,387,0,1,0.78462726,0
36,technician,married,secondary,no,4613,no,no,cellular,2,apr,320,1,2,failure,1,134,0,1,0.78221816,0
70,retired,married,secondary,no,1164,no,no,telephone,10,nov,208,2,0,unknown,0,0,0,1,0.78212374,0
35,management,single,tertiary,no,0,no,no,cellular,29,aug,669,6,0,unknown,0,0,0,1,0.78198427,0
61,retired,married,secondary,no,3340,no,no,cellular,30,jun,224,1,0,unknown,0,0,0,1,0.7813941,0
59,retired,married,tertiary,no,1425,no,no,cellular,26,oct,151,2,3,failure,1,77,0,1,0.7813877,0
44,services,single,secondary,no,532,yes,no,cellular,15,may,550,2,2,failure,1,340,0,1,0.78137463,0
75,retired,divorced,primary,no,46,no,no,cellular,2,feb,294,1,0,unknown,0,0,0,1,0.78100175,0
39,blue-collar,divorced,primary,no,3,no,yes,unknown,1,jul,625,1,0,unknown,0,0,0,1,0.78085893,0
31,management,single,tertiary,no,816,yes,no,cellular,26,may,302,1,1,failure,1,40,0,1,0.78030777,0
36,self-employed,married,tertiary,no,687,yes,no,cellular,28,may,568,8,0,unknown,0,0,0,1,0.78010345,0
86,retired,married,secondary,no,1503,no,no,telephone,18,mar,165,3,1,other,1,101,0,1,0.77981085,0
25,services,single,secondary,no,7604,no,no,cellular,27,apr,107,1,0,unknown,0,0,0,1,0.7794408,0
42,technician,divorced,tertiary,no,2517,no,no,cellular,27,aug,569,17,0,unknown,0,0,0,1,0.7789934,0
33,management,married,tertiary,no,982,no,no,unknown,4,jun,735,17,0,unknown,0,0,0,1,0.7786518,0
27,student,single,secondary,no,8366,no,no,cellular,7,may,458,2,1,other,1,349,0,1,0.7766165,0
26,management,married,tertiary,no,877,yes,no,cellular,22,jul,611,1,0,unknown,0,0,0,1,0.7765262,0
56,technician,married,secondary,no,589,yes,no,cellular,18,nov,208,1,3,success,1,26,0,1,0.77650356,0
52,management,married,secondary,no,218,yes,no,unknown,2,jun,490,12,0,unknown,0,0,0,1,0.77645797,0
25,self-employed,single,unknown,no,1179,no,no,cellular,18,feb,150,2,3,failure,1,185,0,1,0.77631193,0
43,technician,divorced,tertiary,no,27,no,no,cellular,7,jul,412,4,0,unknown,0,0,0,1,0.77603596,0
50,admin.,married,secondary,no,663,yes,no,cellular,20,apr,630,3,0,unknown,0,0,0,1,0.77587056,0
31,technician,single,secondary,no,863,yes,no,cellular,3,feb,146,1,5,success,1,263,0,1,0.7756982,0
59,technician,married,secondary,no,371,yes,no,unknown,12,may,832,3,0,unknown,0,0,0,1,0.7749964,0
36,admin.,single,tertiary,no,980,no,no,cellular,1,feb,343,2,2,failure,1,95,0,1,0.7745941,0
31,self-employed,single,tertiary,no,578,yes,no,cellular,17,apr,664,1,4,failure,1,319,0,1,0.77425236,0
52,management,single,tertiary,no,824,no,no,cellular,8,may,466,1,2,failure,1,354,0,1,0.77410054,0
37,services,married,secondary,no,2915,no,no,cellular,26,may,314,2,0,unknown,0,0,0,1,0.7732173,0
55,management,married,tertiary,no,42,no,no,cellular,26,may,318,1,0,unknown,0,0,0,1,0.7726343,0
30,technician,single,secondary,no,500,yes,no,cellular,8,nov,176,1,3,failure,1,543,0,1,0.772131,0
58,unemployed,divorced,secondary,no,0,no,no,unknown,23,jun,598,2,0,unknown,0,0,0,1,0.7715022,0
25,student,single,secondary,no,304,no,no,cellular,30,nov,152,1,2,success,1,188,0,1,0.77127457,0
41,retired,single,primary,no,2579,no,no,cellular,13,oct,213,1,0,unknown,0,0,0,1,0.77086455,0
30,management,single,tertiary,no,596,no,no,cellular,4,jun,125,2,0,unknown,0,0,0,1,0.7701353,0
46,unemployed,married,secondary,no,16397,no,no,cellular,18,nov,641,1,0,unknown,0,0,0,1,0.7700478,0
25,blue-collar,married,secondary,no,-306,yes,no,unknown,20,jun,534,3,0,unknown,0,0,0,1,0.76885056,0
