age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,previous,poutcome,was_previously_contacted,pdays_clean,y_true,y_pred,prob_yes,correct
31,technician,single,tertiary,no,985,yes,no,cellular,17,apr,997,1,2,failure,1,57,1,0,0.33179328,0
41,services,married,secondary,no,0,yes,yes,cellular,4,jun,352,2,2,failure,1,122,1,0,0.33200455,0
44,management,married,primary,no,4758,yes,no,cellular,22,jul,712,6,0,unknown,0,0,1,0,0.33502176,0
33,management,married,tertiary,no,1047,no,no,cellular,8,aug,512,4,0,unknown,0,0,1,0,0.33655906,0
43,admin.,married,secondary,no,132,no,no,cellular,27,may,187,2,1,success,1,71,1,0,0.33757025,0
46,entrepreneur,divorced,secondary,no,-563,no,yes,cellular,15,jul,769,4,0,unknown,0,0,1,0,0.33876222,0
42,services,married,tertiary,no,4216,no,no,cellular,12,jun,186,2,0,unknown,0,0,1,0,0.3388901,0
31,blue-collar,married,secondary,no,0,yes,no,unknown,10,aug,97,1,1,other,1,782,1,0,0.33909744,0
35,technician,single,secondary,no,3490,yes,no,cellular,29,aug,643,2,0,unknown,0,0,1,0,0.3409945,0
52,services,married,primary,no,306,yes,no,cellular,13,may,650,5,0,unknown,0,0,1,0,0.3411198,0
30,management,divorced,tertiary,no,415,yes,yes,cellular,6,may,984,1,4,failure,1,343,1,0,0.34336787,0
38,technician,divorced,secondary,no,902,yes,no,cellular,4,may,301,3,1,success,1,90,1,0,0.34353566,0
34,services,single,secondary,no,528,yes,no,cellular,2,sep,121,3,5,other,1,100,1,0,0.3448792,0
30,management,married,secondary,no,850,no,no,cellular,12,aug,507,2,0,unknown,0,0,1,0,0.34490272,0
22,admin.,single,secondary,no,372,no,no,cellular,6,oct,218,1,0,unknown,0,0,1,0,0.34638563,0
32,services,married,secondary,no,1273,yes,no,cellular,16,apr,1365,2,1,failure,1,328,1,0,0.34648374,0
26,technician,single,secondary,no,941,no,yes,cellular,25,jul,784,1,0,unknown,0,0,1,0,0.34784406,0
49,management,married,tertiary,no,0,no,no,telephone,17,oct,223,1,0,unknown,0,0,1,0,0.35010162,0
39,blue-collar,married,primary,no,118,no,no,cellular,3,feb,906,1,0,unknown,0,0,1,0,0.3505262,0
55,blue-collar,married,secondary,no,0,no,no,unknown,12,jun,614,2,0,unknown,0,0,1,0,0.35236868,0
47,blue-collar,married,secondary,no,2787,no,no,cellular,11,aug,479,1,0,unknown,0,0,1,0,0.35269514,0
58,blue-collar,married,primary,no,5188,yes,no,cellular,25,aug,606,6,0,unknown,0,0,1,0,0.3533285,0
45,admin.,divorced,secondary,no,-176,no,yes,cellular,7,jul,574,1,0,unknown,0,0,1,0,0.35472342,0
25,blue-collar,single,secondary,no,217,yes,no,cellular,18,may,504,1,0,unknown,0,0,1,0,0.35520145,0
59,admin.,married,secondary,no,2343,yes,no,unknown,5,may,1042,1,0,unknown,0,0,1,0,0.3552333,0
25,student,married,tertiary,no,10,yes,no,cellular,21,jul,857,4,0,unknown,0,0,1,0,0.35549936,0
33,technician,married,secondary,no,557,no,no,cellular,4,may,367,1,0,unknown,0,0,1,0,0.35723028,0
43,blue-collar,married,primary,no,3917,no,no,cellular,2,mar,154,1,0,unknown,0,0,1,0,0.3579242,0
67,retired,married,unknown,no,2540,no,no,telephone,14,jun,278,5,4,other,1,116,1,0,0.3600307,0
22,student,single,unknown,no,1215,no,no,cellular,19,feb,145,3,1,failure,1,192,1,0,0.3604661,0
59,management,married,tertiary,no,1,yes,no,cellular,29,apr,210,1,0,unknown,0,0,1,0,0.3610025,0
59,retired,married,tertiary,no,422,yes,no,cellular,14,may,647,4,0,unknown,0,0,1,0,0.361085,0
42,technician,married,tertiary,no,14282,yes,no,cellular,6,aug,649,4,0,unknown,0,0,1,0,0.3624628,0
59,services,married,secondary,no,-22,yes,no,unknown,26,may,748,3,0,unknown,0,0,1,0,0.3649191,0
42,technician,married,tertiary,no,757,no,no,cellular,10,feb,154,1,0,unknown,0,0,1,0,0.364936,0
24,student,single,secondary,no,382,no,no,cellular,13,nov,256,2,3,failure,1,92,1,0,0.36670196,0
49,technician,married,tertiary,no,1071,no,no,cellular,17,jun,169,1,0,unknown,0,0,1,0,0.3670171,0
30,services,single,secondary,no,495,yes,no,cellular,21,nov,641,1,0,unknown,0,0,1,0,0.36889172,0
28,technician,married,secondary,no,1086,yes,no,cellular,20,apr,1112,3,0,unknown,0,0,1,0,0.3696652,0
35,technician,single,tertiary,no,0,no,no,cellular,14,jan,187,7,0,unknown,0,0,1,0,0.37416947,0
34,technician,single,tertiary,no,2733,no,no,cellular,14,jul,604,1,0,unknown,0,0,1,0,0.37429467,0
65,retired,married,tertiary,no,1973,no,no,telephone,21,apr,396,3,0,unknown,0,0,1,0,0.37519228,0
32,technician,single,secondary,no,116,yes,no,cellular,20,aug,718,2,0,unknown,0,0,1,0,0.37804046,0
36,management,married,tertiary,no,96,no,no,cellular,30,jul,729,4,0,unknown,0,0,1,0,0.37812275,0
32,services,single,tertiary,no,945,no,no,cellular,20,nov,531,1,0,unknown,0,0,1,0,0.37832835,0
31,unemployed,married,secondary,no,6,no,no,cellular,4,jun,121,4,0,unknown,0,0,1,0,0.37884915,0
23,student,single,tertiary,no,0,no,no,cellular,10,aug,213,1,0,unknown,0,0,1,0,0.37885216,0
76,retired,married,secondary,no,820,no,no,telephone,23,apr,263,4,0,unknown,0,0,1,0,0.38069847,0
32,technician,married,secondary,no,696,yes,no,unknown,2,jun,815,1,0,unknown,0,0,1,0,0.38135245,0
58,retired,married,primary,no,4158,no,no,cellular,13,aug,455,2,0,unknown,0,0,1,0,0.3821106,0
32,blue-collar,married,secondary,no,783,yes,no,unknown,21,may,923,3,0,unknown,0,0,1,0,0.38354257,0
34,self-employed,married,tertiary,no,0,no,no,cellular,28,aug,730,11,0,unknown,0,0,1,0,0.3859364,0
39,management,married,tertiary,no,1738,yes,no,cellular,14,may,633,1,1,other,1,358,1,0,0.38676897,0
22,management,single,tertiary,no,104,no,yes,cellular,16,apr,330,3,0,unknown,0,0,1,0,0.38681945,0
32,management,single,tertiary,no,769,no,no,cellular,29,aug,695,2,0,unknown,0,0,1,0,0.38781828,0
47,blue-collar,married,primary,no,2749,yes,no,cellular,30,apr,774,2,1,failure,1,164,1,0,0.38795468,0
33,management,married,tertiary,no,271,yes,no,cellular,14,aug,801,2,0,unknown,0,0,1,0,0.38821217,0
30,blue-collar,married,secondary,no,378,yes,no,cellular,14,may,566,2,0,unknown,0,0,1,0,0.38875034,0
51,blue-collar,married,primary,no,129,yes,no,cellular,15,may,611,2,0,unknown,0,0,1,0,0.39042673,0
34,admin.,married,secondary,no,124,yes,no,telephone,14,may,604,4,2,other,1,366,1,0,0.3905482,0
36,blue-collar,married,secondary,no,274,yes,no,unknown,16,jun,686,11,0,unknown,0,0,1,0,0.39098513,0
59,retired,single,secondary,no,2,no,no,telephone,2,feb,935,1,0,unknown,0,0,1,0,0.39234373,0
43,admin.,married,secondary,no,378,no,no,cellular,30,jul,782,8,0,unknown,0,0,1,0,0.39367777,0
52,technician,married,tertiary,no,876,no,no,cellular,4,may,601,3,0,unknown,0,0,1,0,0.3940651,0
83,retired,divorced,primary,no,46,no,no,cellular,25,mar,115,1,0,unknown,0,0,1,0,0.39572707,0
34,blue-collar,married,primary,no,695,yes,yes,unknown,16,may,1064,4,0,unknown,0,0,1,0,0.39594534,0
40,services,married,secondary,no,-192,yes,no,cellular,11,may,666,1,0,unknown,0,0,1,0,0.39730555,0
53,management,divorced,tertiary,no,50,yes,no,cellular,15,may,669,1,3,failure,1,337,1,0,0.3975713,0
37,management,divorced,tertiary,no,-42,yes,no,cellular,14,may,668,2,0,unknown,0,0,1,0,0.3979535,0
26,technician,single,secondary,no,181,no,no,cellular,20,apr,158,2,0,unknown,0,0,1,0,0.39823586,0
92,retired,married,unknown,no,775,no,no,cellular,22,oct,313,3,0,unknown,0,0,1,0,0.39890596,0
56,management,married,primary,no,870,no,no,cellular,14,may,220,1,1,success,1,179,1,0,0.3990696,0
34,blue-collar,married,secondary,no,262,no,no,cellular,15,sep,89,2,1,success,1,106,1,0,0.3992917,0
36,management,married,tertiary,no,495,no,no,cellular,5,aug,157,3,2,success,1,97,1,0,0.3998059,0
21,student,single,secondary,no,123,no,no,telephone,12,aug,449,1,0,unknown,0,0,1,0,0.39990136,0
27,technician,single,tertiary,no,372,yes,yes,cellular,25,jul,728,2,0,unknown,0,0,1,0,0.40153626,0
58,unemployed,married,primary,no,1183,no,no,cellular,31,jul,1721,5,0,unknown,0,0,1,0,0.4032001,0
43,management,divorced,tertiary,no,580,yes,no,cellular,11,may,1514,1,2,failure,1,284,1,0,0.4035306,0
59,retired,married,unknown,no,1033,no,no,unknown,11,jun,1199,1,0,unknown,0,0,1,0,0.40409404,0
43,technician,married,secondary,no,3288,yes,no,cellular,21,nov,775,3,0,unknown,0,0,1,0,0.40440103,0
46,management,divorced,secondary,no,0,no,no,cellular,27,aug,763,5,0,unknown,0,0,1,0,0.4048814,0
32,admin.,married,secondary,no,1604,no,yes,cellular,7,jul,625,1,0,unknown,0,0,1,0,0.404985,0
55,retired,married,primary,no,3334,no,no,cellular,14,aug,632,4,0,unknown,0,0,1,0,0.4060611,0
38,technician,married,secondary,no,976,yes,no,cellular,14,jul,766,3,0,unknown,0,0,1,0,0.40645498,0
20,student,single,unknown,no,829,no,no,cellular,9,jul,253,2,0,unknown,0,0,1,0,0.40777728,0
36,self-employed,single,tertiary,no,4844,no,no,unknown,9,jun,1137,3,0,unknown,0,0,1,0,0.40977573,0
34,management,single,tertiary,no,2159,no,no,unknown,18,feb,386,1,0,unknown,0,0,1,0,0.41018066,0
41,blue-collar,married,secondary,no,-190,no,yes,cellular,29,jul,808,3,0,unknown,0,0,1,0,0.4105316,0
36,blue-collar,married,secondary,no,1165,yes,no,unknown,13,may,1001,4,0,unknown,0,0,1,0,0.4107355,0
26,student,single,secondary,no,620,no,no,cellular,17,feb,104,1,0,unknown,0,0,1,0,0.41197804,0
57,blue-collar,married,secondary,no,1540,yes,no,cellular,17,nov,564,1,0,unknown,0,0,1,0,0.41237742,0
33,management,married,secondary,no,336,no,no,cellular,15,apr,179,3,0,unknown,0,0,1,0,0.4127276,0
25,admin.,married,tertiary,no,906,no,no,cellular,26,may,253,1,0,unknown,0,0,1,0,0.41362196,0
48,blue-collar,married,secondary,no,480,yes,no,cellular,15,may,830,1,2,failure,1,352,1,0,0.4162167,0
72,retired,married,primary,no,763,no,no,cellular,24,apr,384,2,0,unknown,0,0,1,0,0.419025,0
55,unemployed,divorced,secondary,no,387,yes,no,unknown,6,may,918,1,0,unknown,0,0,1,0,0.4194045,0
55,housemaid,married,primary,no,2152,no,no,unknown,19,jun,922,2,0,unknown,0,0,1,0,0.42042676,0
83,retired,married,primary,no,425,no,no,telephone,22,jun,883,1,1,failure,1,140,1,0,0.42121813,0
33,technician,married,secondary,no,221,yes,no,cellular,13,may,669,1,4,failure,1,355,1,0,0.42132592,0
60,retired,married,tertiary,no,846,no,no,telephone,26,may,1346,1,0,unknown,0,0,1,0,0.423429,0
29,management,married,tertiary,no,10576,no,no,unknown,15,may,1224,2,0,unknown,0,0,1,0,0.42431673,0
36,blue-collar,married,secondary,no,218,yes,no,cellular,4,may,619,6,0,unknown,0,0,1,0,0.4246705,0
28,student,single,secondary,no,1377,yes,no,cellular,14,may,688,2,0,unknown,0,0,1,0,0.4254,0
25,management,married,tertiary,no,-242,yes,yes,cellular,18,may,600,4,4,other,1,332,1,0,0.42823192,0
51,entrepreneur,married,secondary,no,-799,no,yes,cellular,15,jul,1001,3,0,unknown,0,0,1,0,0.42856523,0
74,retired,married,primary,no,1765,no,no,telephone,11,sep,290,2,0,unknown,0,0,1,0,0.42879933,0
27,technician,single,secondary,no,439,yes,no,cellular,15,apr,1038,2,0,unknown,0,0,1,0,0.42891252,0
49,management,married,tertiary,no,85,yes,no,cellular,14,may,590,5,1,other,1,359,1,0,0.42917052,0
58,retired,married,primary,no,565,no,no,telephone,7,jul,876,1,0,unknown,0,0,1,0,0.42919353,0
28,blue-collar,married,secondary,no,173,no,no,cellular,18,jul,588,7,0,unknown,0,0,1,0,0.43084183,0
36,management,single,unknown,no,62,no,no,cellular,13,apr,398,2,0,unknown,0,0,1,0,0.4311955,0
49,technician,married,tertiary,no,523,yes,no,cellular,3,mar,152,2,0,unknown,0,0,1,0,0.43144068,0
32,self-employed,divorced,tertiary,no,3271,no,no,cellular,4,may,949,3,0,unknown,0,0,1,0,0.43236232,0
54,blue-collar,divorced,primary,no,4401,no,no,telephone,13,may,414,1,2,success,1,183,1,0,0.43346962,0
36,technician,single,tertiary,no,197,no,no,cellular,30,apr,260,1,0,unknown,0,0,1,0,0.43427166,0
75,retired,married,secondary,no,291,no,no,cellular,11,feb,515,1,1,failure,1,183,1,0,0.4350497,0
56,technician,married,secondary,no,23,no,no,cellular,20,nov,857,3,0,unknown,0,0,1,0,0.43536454,0
50,self-employed,married,secondary,no,10052,no,no,cellular,13,aug,665,2,0,unknown,0,0,1,0,0.43835437,0
37,management,married,tertiary,no,3236,no,no,cellular,20,may,291,2,5,other,1,202,1,0,0.43971077,0
41,services,married,unknown,yes,-1,no,yes,cellular,30,jul,1171,4,0,unknown,0,0,1,0,0.44015467,0
30,student,single,secondary,no,2046,no,no,telephone,21,apr,595,3,1,failure,1,254,1,0,0.44112006,0
82,housemaid,divorced,primary,no,1381,no,no,cellular,28,jul,844,5,4,failure,1,181,1,0,0.44199014,0
55,management,divorced,tertiary,no,2037,no,no,cellular,2,nov,209,2,1,failure,1,273,1,0,0.44237357,0
59,blue-collar,married,primary,no,-546,no,no,cellular,25,aug,1152,6,0,unknown,0,0,1,0,0.44416663,0
57,retired,divorced,primary,no,63,no,yes,cellular,25,jul,1448,17,0,unknown,0,0,1,0,0.44426817,0
51,entrepreneur,married,primary,no,538,no,no,cellular,18,nov,1122,4,0,unknown,0,0,1,0,0.44463572,0
47,technician,married,secondary,no,3466,yes,no,cellular,11,jul,853,2,0,unknown,0,0,1,0,0.4461256,0
26,entrepreneur,single,tertiary,no,725,no,no,cellular,5,feb,1916,2,29,other,1,189,1,0,0.4463845,0
35,blue-collar,married,tertiary,no,2999,no,no,unknown,12,jun,1141,6,0,unknown,0,0,1,0,0.44645256,0
59,retired,married,secondary,no,2396,no,no,cellular,27,aug,1040,6,0,unknown,0,0,1,0,0.44738537,0
36,blue-collar,married,primary,no,408,yes,yes,unknown,20,may,1063,2,0,unknown,0,0,1,0,0.44762966,0
67,retired,married,unknown,no,2540,no,no,telephone,14,sep,279,3,9,success,1,92,1,0,0.44798917,0
38,student,single,tertiary,no,3316,no,no,unknown,17,jun,1345,3,0,unknown,0,0,1,0,0.44876105,0
50,admin.,married,secondary,no,2678,no,no,telephone,30,jul,1011,6,0,unknown,0,0,1,0,0.44918948,0
42,technician,divorced,tertiary,no,2611,yes,no,cellular,25,jun,300,1,3,failure,1,389,1,0,0.44919056,0
46,management,married,tertiary,no,273,yes,no,cellular,15,sep,1962,1,3,failure,1,105,1,0,0.45077035,0
73,retired,married,primary,no,253,no,no,cellular,20,apr,345,1,0,unknown,0,0,1,0,0.4518673,0
56,unemployed,single,primary,no,1110,no,no,cellular,4,feb,945,2,0,unknown,0,0,1,0,0.45242584,0
22,student,single,primary,no,3472,no,no,cellular,20,oct,332,1,3,failure,1,183,1,0,0.45343003,0
32,blue-collar,single,primary,no,121,yes,no,cellular,20,nov,758,1,0,unknown,0,0,1,0,0.45478225,0
67,retired,married,secondary,no,1146,no,no,cellular,13,nov,259,1,2,failure,1,92,1,0,0.45499855,0
29,self-employed,single,tertiary,no,3290,no,no,cellular,23,mar,136,1,2,success,1,291,1,0,0.4558152,0
26,technician,single,tertiary,no,1066,no,no,cellular,15,apr,200,1,0,unknown,0,0,1,0,0.45748278,0
68,retired,married,tertiary,no,2820,no,no,cellular,3,dec,154,1,2,failure,1,97,1,0,0.46015933,0
31,unemployed,divorced,primary,no,0,yes,no,unknown,30,may,745,12,0,unknown,0,0,1,0,0.46021676,0
50,blue-collar,married,primary,no,-522,yes,no,cellular,13,may,863,3,0,unknown,0,0,1,0,0.46176827,0
61,technician,divorced,secondary,no,6481,no,no,cellular,19,oct,131,1,0,unknown,0,0,1,0,0.46225923,0
27,student,single,secondary,no,253,no,no,cellular,25,may,242,2,0,unknown,0,0,1,0,0.4644256,0
37,entrepreneur,married,tertiary,no,189,no,no,cellular,2,jun,253,2,0,unknown,0,0,1,0,0.46487883,0
63,retired,married,secondary,no,1612,no,no,telephone,17,feb,233,2,0,unknown,0,0,1,0,0.4649507,0
67,retired,married,primary,no,1430,no,no,cellular,11,jan,499,2,3,failure,1,91,1,0,0.4657281,0
25,blue-collar,single,secondary,no,1857,yes,no,cellular,13,apr,295,4,6,success,1,187,1,0,0.46666712,0
53,technician,divorced,tertiary,no,2228,no,no,cellular,17,nov,890,1,0,unknown,0,0,1,0,0.4671064,0
51,blue-collar,married,secondary,no,7180,yes,no,unknown,14,may,927,1,0,unknown,0,0,1,0,0.46796575,0
56,housemaid,divorced,primary,yes,1238,no,no,unknown,5,jun,1558,1,0,unknown,0,0,1,0,0.46950498,0
47,blue-collar,married,secondary,no,863,yes,no,unknown,19,may,943,2,0,unknown,0,0,1,0,0.4695297,0
35,technician,married,secondary,no,2779,no,no,cellular,26,apr,182,2,2,success,1,186,1,0,0.46972322,0
64,retired,married,tertiary,no,846,no,no,cellular,11,feb,671,1,3,failure,1,181,1,0,0.4708214,0
47,blue-collar,married,secondary,no,1996,no,no,unknown,5,jun,761,2,0,unknown,0,0,1,0,0.47106388,0
43,management,married,tertiary,no,839,no,no,cellular,22,jul,942,1,0,unknown,0,0,1,0,0.4711655,0
39,management,divorced,tertiary,no,224,no,no,cellular,5,apr,208,1,0,unknown,0,0,1,0,0.47187614,0
35,blue-collar,married,secondary,no,1330,no,no,cellular,10,jul,901,1,0,unknown,0,0,1,0,0.47259778,0
37,admin.,married,tertiary,no,29,no,no,cellular,14,may,404,2,2,other,1,183,1,0,0.47284332,0
40,student,single,secondary,no,595,yes,no,cellular,3,jun,406,2,0,unknown,0,0,1,0,0.47413597,0
46,management,married,secondary,no,149,no,no,cellular,21,nov,1222,2,0,unknown,0,0,1,0,0.4746404,0
52,blue-collar,married,unknown,no,0,yes,no,cellular,9,jul,1486,1,0,unknown,0,0,1,0,0.4749505,0
25,unemployed,single,primary,no,129,no,no,cellular,12,apr,176,3,0,unknown,0,0,1,0,0.4752357,0
40,unemployed,divorced,secondary,no,1694,no,no,cellular,12,aug,473,6,0,unknown,0,0,1,0,0.47607043,0
60,retired,married,secondary,no,1690,no,no,unknown,20,jun,1467,4,0,unknown,0,0,1,0,0.4788737,0
35,blue-collar,married,secondary,no,205,yes,yes,cellular,15,may,1313,7,1,failure,1,312,1,0,0.48176175,0
25,student,single,primary,no,373,yes,no,cellular,11,may,819,2,0,unknown,0,0,1,0,0.48434627,0
60,retired,married,tertiary,no,108,no,no,cellular,26,aug,624,1,0,unknown,0,0,1,0,0.48491898,0
54,retired,married,primary,no,309,no,no,cellular,13,aug,969,2,0,unknown,0,0,1,0,0.48496026,0
60,admin.,married,tertiary,no,1614,no,no,cellular,20,aug,921,6,0,unknown,0,0,1,0,0.48629734,0
40,admin.,married,secondary,no,4775,no,no,cellular,15,sep,215,1,0,unknown,0,0,1,0,0.48642677,0
43,management,single,tertiary,no,483,no,no,cellular,19,aug,950,6,0,unknown,0,0,1,0,0.4865585,0
39,entrepreneur,married,tertiary,no,942,yes,no,cellular,14,aug,880,3,1,other,1,267,1,0,0.4866075,0
52,management,married,tertiary,no,3634,no,no,cellular,8,feb,341,8,0,unknown,0,0,1,0,0.48782215,0
49,management,married,tertiary,no,1311,yes,no,cellular,8,may,813,1,0,unknown,0,0,1,0,0.49028787,0
56,blue-collar,married,primary,no,0,yes,no,cellular,16,jul,1222,1,0,unknown,0,0,1,0,0.4909771,0
55,admin.,married,secondary,no,139,no,no,cellular,30,apr,241,1,0,unknown,0,0,1,0,0.49102098,0
32,self-employed,single,tertiary,no,2559,no,no,cellular,7,jul,889,1,0,unknown,0,0,1,0,0.49226183,0
62,management,married,tertiary,no,0,no,no,cellular,3,sep,299,1,0,unknown,0,0,1,0,0.49364674,0
62,retired,married,unknown,no,800,no,no,cellular,17,feb,737,1,0,unknown,0,0,1,0,0.49445853,0
47,management,single,tertiary,no,159,no,no,telephone,29,oct,220,3,3,other,1,155,1,0,0.4946733,0
60,management,married,tertiary,no,2222,yes,no,cellular,11,jul,1120,2,0,unknown,0,0,1,0,0.49499142,0
